0,41944153793640355638562519887796754925330728067422085424049180298402545
1,65892230232970837463122374370888076884990031211508414758905865753755406
2,62167207460460364589401923419099267259347634111332236026173399420558715
3,45445242733487083227418406689615276672106664910910858185080234093508830
4,137198972160037708122215838054518725468153464993378080178597531193809291
5,32345099106492106401710440492471241493307118689889914163516361864703189
6,7815103612327768371109938852621005693213550002121091311885803859374154
7,35299204361647063572385563499320035274709048992452450670529467817561027
8,21639306584071999221353229480902262721102615569287646990572040644532902
9,181146080648977084233991650795234630830181139347629185496142668875565605
10,62939140559389874757811260796633215253799229635653977601777480470537082
11,200006741266983611480170159260760813548275860649074078716944983730854258
12,4034884497151851937149561020529334675370862574617698097005504624721186
13,172236947772939496300558239642744876240184110641837085008486510433876071
14,168409994448333093696346966847137351085556744952125738021425570516743534
15,56273432509792865979187264358649206338593453814905055303078159278036160
16,83109350438032713341259179396240986282433546880683023230101661156306506
17,186066549488409216781256287478625757965090259453087483988970372333609934
18,39190077453470575904384954793212575472315935746244152481546287466165450
19,67220553636234884396248241418442233012897393677235461465453938357459748
20,147130356076764570615943340363827480257414865144627986916116506363562406
21,153105423678554110387598669194422666985303543692930038032779488085380361
22,118205768159768771112168344695637548094446258582365430153277633903669467
23,81305402219996040323657884769061138074902676291986698656752409934942240
24,3411520679035864398225214552480096838361204081444483133586923138730851
25,183355163519598591731031400747290928542730006862311308114217175605260317
26,80873665796142323399831551422936395427955495909156182336326549146002112
27,86354815998851522274019760270482428873003162314471000315301689383454153
28,119884303931137652577215758841571693913021583495696779706085380432032001
29,104630771761614363875926097188945500709479443641435578100351335971117775
30,135187452504070918414770813457548970753103032102413360098984304918315100
31,89592695535019071797963003508865145996690808466549448619822131981637683
32,102762165705914177596941168097115427366409755403133794586647016486936466
33,180619373862226566950173689379196488117175490825752545823307315063838943
34,43383578251961556145412986428171880989387797859093369270696371436511215
35,159500278174616902863043635961974071778939777265779048062696026188103119
36,137691646249925425530684590409727383505106203894922906211838535718657654
37,194582552243068621159237780557380240985639651438336632771122183795161791
38,108897627638079304882322482924780789324791455131448427020354597861966444
39,50295138232386045047401098299755463094703151206828819736199039442481132
40,102747345300714696043224042141680547582715319535861819792916193453972860
41,189354844306716368602346528209352108271972356233555758663077355635235964
42,125301284722263209296676129297350288659696276690267379093250409110453500
43,185217744826096535991632137457937965357841768248270342291838247186814113
44,82388152672577532275534983231780033961549960197412506869514626236845755
45,156049963387927624242001735674365471498918351890288136777840958648474505
46,109597086789393297515140301158420943609778521286556458387256190707812658
47,38690412528570140375106405402359631208091902538665041758626987513889485
48,60299388454361957819003625713375659586363488978352741202348567834697271
49,181698633472342693149156247286826960179502590027176920142045794175354421
50,79787802125198262854433328212192039254637928504792731822778272778531228
51,177741857337219117601275616850652663028966933256326527008555286798860563
52,12139906913347166139998985666386083422506571193377807720308950987101633
53,126954119834075462461378011901100380751834506725976386330898836742368076
54,131309946627348158577500343418553087265659639603860226616231808894780583
55,24740103959358686139877570490418281602234291260562137101042355603652566
56,180504207811865922469922175161428230830371320127176204830159073270942742
57,197084385799801340810908766735500332155824609533909423544603176114376416
58,40352054732395593615778962807549421161654867955280277163520133914704554
59,81561389571272533235398319487963119604505101757680815453335726441100717
60,86525641209888149841683249318687830770976146459586019855316123184676099
61,151817826820755760911791293520497781148049012799772925515804160705826182
62,2358285433363598847405175356866469707370573387545967378994136262944322
63,19019880355885156637457641665236203885906084290572460235333503601555541
64,155371501028483831190879321805075943256632618552182328007566319731516304
65,33919366243466051641967837533893128228599465185999760216092519481194852
66,30562538186824906860137567618505721638862018046403739896064704500810372
67,116828208727329796448943141664952284934531217439506688832249223236769712
68,42348827756425502123204079412246895862808403392559460848540419394103617
69,21590151221924507573844142523731942385978783064272783398094075866215396
70,28586919442891026152997666688977347342402407190090395167548308754264108
71,182111449928414745936657635423936037667307185932639107925762748126223743
72,84386863907015341012155659606701906130595094830631122871932792878941754
73,100493765101462330619891416690719883529396641411095101154071196903501639
74,24279114879568328183816031837960809334080215443743026640369612155566853
75,164858086762612032177379321206788442405841221693780591301262308271255106
76,192959614924883660991920928894539699891712172076307499364384472644662229
77,52932306540927159639484868268877075880222748381129098910217171729542476
78,199239772243446275306585973245062945139513669809439248849296293087791499
79,24811675943872345316477449276883631258670284063292133528777250592550090
80,7035199169688810313909511948928123227789046030491938080657003391848151
81,60302273167197792525836005368314670087613552572054044114180852693772536
82,81630808439258682441812194601010224587384634957796986894004363967974171
83,181957976288253598005092333371704359111381059913916376176099902992355997
84,132468862501958243375087651205101337754359571597491110441309114404178938
85,23895632495478190390779747699904907202359999588005232396997409520843984
86,155539656003395071699756705704375834789795328051502642991474146991615730
87,191138285214703538971127500700753784037326349704234213209863481068602239
88,125164171173846016389600132179140318978186984280250513274553237965459087
89,93078137862989837752246268846928112137298331465786830382794228684956423
90,173432037079414870994172178207260868187440699259947537669049330324365793
91,132432846280208816957793729850168783567259650079162123030878783254614414
92,30446898946494967314677648072517882545250079431769794641471077527323888
93,141895230663838023431833113130432679239776076289670253857868447399145981
94,107727747901251777160140428132008984015704986607832767785218566812197619
95,57250210887535412627207313121113608560901893627514274276769609837681743
96,26711702438834971716568630355313179702563810362118525287459899509372506
97,92401570348252820205037253336459440303399510562352736061933956997714253
98,50902313302287591124285953254681661144463175996489966738226232722305210
99,46414001067326043159921775153661856020346012498622459329072933950535455
100,43883014675899912387164723285324208295354433016716440643701115220236512
101,68558351614736817499176505000735198225568037936846006878883430052203258
102,191530585817581792406280949521232823050435851227955288018137208146015427
103,66163654294872059134186933847932842462479436942625481753763998837935355
104,197937246695673656696397389738013344680557328864014439252807401650210851
105,122879152682391554197020071274041006005566500662941576300998722742605216
106,127278093448139827089588571186245744402593098183938271185343805434803492
107,190435837162732046545889262452677830670142490168697894883990245058330606
108,179781536783755294199445241768173224205213916858966451449686509404504853
109,173913191165938915171255226522159951739843229592354218547892162183748295
110,90666740895542442557499209023326959104166852702564581626114764635124829
111,94815682980501176503854032454416793444654812721908728910431730108778374
112,111900448803897910858044020034833737457493113994418926984427184700597382
113,28094826102771098807620184272342490526749482948550443795469821647003611
114,82531074521965424260461426961510804799888668178922538019536711145938598
115,24024168487401529929856373368008958896049630498945537860410053293681416
116,9347449086364431555992442094690888759438749286042033113982969988146986
117,62396764211258690622385894997636990660733561144367861923188487428290465
118,105819269840537942404686137175003236980143534051099644833140308208386268
119,56495395411291831437587136053166399255852749464604060171578583833178569
120,157042553548461360678941201412475892230497193635790156647916570318561141
121,132509152307394705645704830575235678209518897980915804182574410965425726
122,173060342948365975102080923901341981951362725358278413237361071996066563
123,62975799476616835836489905559602057702549709486702500790220605177730492
124,35788207035955294872931238278364620350536554049550119307948316801995008
125,119430071804656697129401748859984843861317999779005354540010710935971205
126,190135420641937120810999822288632072820681545178699529065917559981866929
127,6748759462561058968728762170667809821389083921666105433306707039388138
128,25693094917901791103496119424969235965777775817592627331074799420086761
129,48050354669529674499612626039990931451786035049885491385841496360837486
130,81229654159919987488337170301549297843975498112613082198004051632590709
131,1345907555583366495366098513283162554119725443506732140080152804737129
132,6459317265988965226572683132695317321365614440442251445879726134538732
133,188547800749470807116182995960438809222249507419473419805590286397103403
134,134175405981561068180328624591376085897399554238146682174944545101708936
135,33602249082958517723859246528927826724965800664065926059941860051656482
136,179613506812823747993556861890675784995201375758238031125046333591389287
137,63591902520911472545610092902593550106886578289622593546706788212206663
138,7941655554122682294941893844525301715485373252409226883142588981510839
139,162914241570601149006924250602536765976788016028501942906252749080554211
140,63407084562734473550194478471310951661373692897659958219009459296472717
141,32978208484118712292597071356394263414877353745996531947777773974968877
142,83483833320952175286352845125279799731922494834724261141129341033581844
143,45460045255234068001734941655424845367543943924887122905677165435802823
144,131632351972895180263224084474372377520046238430771939876286842285975335
145,181685546251301262800302064354349197523219386805597680485421101859962801
146,200325250044668774604059126181138264472591443777904130220578240500166989
147,77858474597132274124525258789506314668726738928266692512595939471027029
148,150829973832820260353166780498931130447665148028093743828483694324238958
149,64492740427035019026515307205874043602796053522666523656313601240993051
150,183592087361388263148269525537348746730956757092785214846056363136146164
151,42411732281119469500812742452406664065864286112902603144970941214245620
152,62029137579978025186760814190382997035779847686848942948239714151281499
153,81402690264596783706038150323855041434829156159825323970375745200304478
154,46043884152451441469072424087387544392381306964748438416094866757437226
155,7841606362545109697194965661763608404121094106282687124253251991726566
156,43081733585095306028273446938217100475440107543648911826787346134101639
157,88215369099450240776929616437371076783077856398578270897075436602093609
158,101768134989718243291507455234075628599024480695314453484117198707529433
159,135972101802227318000466851522523777074498596389749807222320104480317454
160,4875482097008366206283344855016797495382837362323974810771889580032654
161,53041315516224053263441196426017134426646449332429908149322351067487701
162,120372048047489468184173903342149254752219857142731793812821457870331374
163,95767308808272883919628544034294752420414130791279753049532122565078410
164,88676909690183191943679035122319030265804940547567668765383699099776102
165,84329422732399898035798876507679747140185240966553881330986143930672927
166,42057481242460468066598714941688024755169091219644032307242392588797560
167,199334662571346669953810188011186208621903339672775062192279467096967220
168,21890408411589301746675232152566409246550769247808656386840485141503681
169,183850493513982091243873832732511197487212113732740272721863022760432505
170,5307989212067067146896761975208435370165586465108881199393972743140169
171,68280296533166247899405858055228764513545810789032978864926833401084439
172,56666846880276133339036368852810007821976400409437925911726857918220187
173,28628283140034516986432309955140999588142152035010096100079820160592256
174,35903172970040907653530619431447623018395596513952545819974696073494223
175,86500982842899102189766247881561492226279041700443292097642374379144550
176,38058207166152001374581892275571743141377552654592985310588110949966297
177,53688078279741523751691761011799086868115319590440431231089950681579164
178,24843944839174572572802831932873175333060183127805314436867798840765109
179,31232785715068207629117668527066096730862015390988897626949414551604002
180,82613171569145850490877485562974460770842712954448759787341116526629272
181,11423808905218220913032304871575229712365564492491054840520119136879685
182,178577288208413828381984583542421461362586018606798288933744124528148762
183,152513710541209715788808392240232888428419909001785522073983745685185262
184,30595218554748175372689343354725551565133237372630358722655439527350750
185,21862447434988350580529877466200884391054014747553978577805071175971690
186,179928227249696149228687987349969879346621745945195001300355007184077260
187,128767143759854093450069026095446541524118598779464524534881102955527148
188,122499984600895909716828771797812220240468543660956104375507261741833053
189,80828567301039752694774259265116448182737601100165122902542961934313397
190,174241698935233459873312021984824530605766107211185329057898306932992700
191,25916113334452921229752899821903966359667678120295653604728316564345571
192,41899013953334871907614176622829705776113873680008188535975019339098783
193,35587088097691662228518483727651147643748077662637080021657381350776896
194,197093249411523552145318826521102576104764601331230710579721487859257764
195,189226745110102654156250116291773589455539910336053238549953276364102899
196,37531393345330764581692594523257979971242898145899891511269437355284024
197,104669527125877811108508391876219267593245277440725622342493552720628268
198,179103877348165612628704450617353805754077200426187027678617732699378135
199,146764173542150708156609058089307643541477843516895300951770045695241809
200,79707193379111075163512139707015628234254568590822584015436915966340653
201,92167851874391778656038575585830192129550609774976883895807401537975523
202,78995863689446781633185634648093860000442568146083692310373245937957059
203,134893682815800188836208115853401315513850825169671051005196296174218602
204,87717644559483589821687776850864600498117953886157577834663469130222624
205,39143749735251670712753718109633988230165336849773521265327680387866907
206,161390908825101600477526595161836787250663482793851407411962177606832739
207,22373277827147677254666304291696404851173840361747113252341412455522840
208,126437210394431219267476316186259529074543318151113369664602882397351574
209,123791402765574044767338590144974931373311866826477027620238015149819451
210,156380692605197554405710095406022615156384427855046740444853353360590443
211,56986828316102710804417966449144169243319624455319785071582473627864139
212,176786387419095941587671366398774339342477883682858741753571791061180396
213,197157330553266623498708899310560283674328694057079809242052176519384701
214,123922007181878086777171343548870101702333130191797371995613250985785248
215,86096585840959083464873374420573133303443304094275241664033742271853635
216,123803301050720014401331765836195535668498577615424302711049996881106001
217,151031042204090697900117875465792024009188531512480770973753476578112064
218,128568580007483569200181041284197565156967798166220383357543313312887257
219,139910575691086299782524282714779363267752195652716982025227861850093267
220,14208881727146612222378466076750025122834135031625832091958541629279177
221,181676840943126282881601262021990285956457271516423155196291446652792302
222,201230167544361114074006798021774829146313745769694912948903255671107948
223,20862590902611800945393538730473741973874367369618197823013920847030681
224,124565385901262247172871546845058222126849500391741075275357689547517414
225,67913973012787279158141065544128933471369296736724081126401116368389677
226,135944422264007534269676632942298330120461272717947300108696130923228151
227,75349090103283932928113683155084898215347503390467310814365343396080766
228,26748028069231762993768914717956820626068828003358984936635995190246488
229,61077305431318892669380594745899608006880897324827679826819497749228885
230,68599031985763811481324570461035555654563279225249107415134940439505315
231,151494046963248713182394033764640615098560086820182308817368981724621490
232,66743053099190161285180535604637488434147656854088041390613131026894376
233,125960124103630274406356764646997224667056828987168167773945153860013346
234,185729427542032541729700056445838104665869869818605657841233726829212351
235,165976992610916102671921070039769035102070957711458157077917480287597316
236,113903301418199165951169403112881485515535000197377140150782452279987134
237,65283240273457611373996223650420972836249033538165500363804485510891693
238,71846539645128340610978176577871983394138043311156787448943806851173926
239,61023654880562925911575224540911616589259724810183629830149250067950273
240,16095838374957744090436638946663868575620554547805512671190139384649601
241,10049323953090058540803393017615537990783647001605237982323784110893227
242,9555723153833204071245459681433068157021657218540514031792215573854834
243,133931062489458751704852770751530679839391399431289337509611850411880351
244,200932080369256548383334138810784170899424104729536275842622942267545883
245,139196087798638504608766139660192184920868307580757528856159288268404704
246,17622631043716827953528697374334861079149369802314886364285831405220876
247,118253875240689211484379913379341347458823030351971625280372051625136757
248,95673420503957923555656096677345679486338710424601588173560555990449164
249,40550637888054005099692473335378048530374628029812974102006350611005410
250,82086181880991310965335391928346928104736039323339858775108936361986371
251,26334210053758208316041334842230410858016614903080492360312035270350595
252,158029115676200904443328857277773210861723141165929665977044132099272284
253,298472907047323718555980668026618255570525215248640529103581449591510
254,192519551619118698928441922891434219565857972855044238531865273447478918
255,50815031809776897491741377442052789852060731641970262027605122088910246
256,62625004572979387355158073701218047959280504910860136325006428326318441
257,137497086920067169310489282778822436793513651081892521060934718167715427
258,144812378815203984740522187218888512163392898892984678316796422583527320
